date,session_key,driver_number,meeting_key,gap_to_leader,interval
2025-12-07T13:25:16.720000+00:00,9839,16,1276,6.933,1.801
2025-12-07T13:25:16.844000+00:00,9839,4,1276,5.162,3.367
2025-12-07T13:25:16.913000+00:00,9839,10,1276,50.925,
2025-12-07T13:25:17.012000+00:00,9839,22,1276,19.185,0.692
2025-12-07T13:25:17.145000+00:00,9839,44,1276,33.077,0.664
2025-12-07T13:25:18.514000+00:00,9839,23,1276,37.158,2.585
2025-12-07T13:25:18.602000+00:00,9839,27,1276,34.557,1.48
2025-12-07T13:25:18.680000+00:00,9839,16,1276,6.972,1.81
2025-12-07T13:25:18.715000+00:00,9839,30,1276,20.881,1.696
2025-12-07T13:25:18.896000+00:00,9839,43,1276,30.456,6.904
2025-12-07T13:25:19.002000+00:00,9839,81,1276,1.775,1.775
2025-12-07T13:25:19.672000+00:00,9839,31,1276,18.485,4.847
2025-12-07T13:25:19.802000+00:00,9839,10,1276,51.028,
2025-12-07T13:25:20.044000+00:00,9839,55,1276,22.186,1.305
2025-12-07T13:25:20.143000+00:00,9839,22,1276,18.974,0.489
2025-12-07T13:25:20.297000+00:00,9839,87,1276,43.383,3.971
2025-12-07T13:25:20.512000+00:00,9839,18,1276,22.682,0.496
2025-12-07T13:25:20.634000+00:00,9839,63,1276,32.224,1.768
2025-12-07T13:25:20.812000+00:00,9839,6,1276,39.454,2.296
2025-12-07T13:25:21.144000+00:00,9839,23,1276,37.094,2.537
2025-12-07T13:25:21.389000+00:00,9839,12,1276,23.558,0.876
2025-12-07T13:25:21.489000+00:00,9839,44,1276,33.055,0.831
2025-12-07T13:25:21.631000+00:00,9839,14,1276,11.843,4.91
2025-12-07T13:25:21.713000+00:00,9839,81,1276,1.756,1.756
2025-12-07T13:25:22.021000+00:00,9839,30,1276,20.845,1.871
2025-12-07T13:25:22.385000+00:00,9839,4,1276,5.158,3.383
2025-12-07T13:25:23.012000+00:00,9839,27,1276,34.606,1.551
2025-12-07T13:25:23.271000+00:00,9839,43,1276,30.544,6.846
2025-12-07T13:25:23.302000+00:00,9839,55,1276,22.107,1.262
2025-12-07T13:25:23.394000+00:00,9839,5,1276,13.596,1.753
2025-12-07T13:25:23.531000+00:00,9839,10,1276,51.08,
2025-12-07T13:25:23.531000+00:00,9839,6,1276,39.47,2.376
2025-12-07T13:25:23.545000+00:00,9839,14,1276,11.856,4.884
2025-12-07T13:25:23.644000+00:00,9839,18,1276,22.469,0.362
2025-12-07T13:25:24.222000+00:00,9839,16,1276,6.985,1.827
2025-12-07T13:25:24.532000+00:00,9839,12,1276,23.353,0.884
2025-12-07T13:25:24.803000+00:00,9839,87,1276,43.467,4.013
2025-12-07T13:25:24.913000+00:00,9839,63,1276,32.172,1.628
2025-12-07T13:25:25.135000+00:00,9839,4,1276,5.152,3.396
2025-12-07T13:25:25.144000+00:00,9839,81,1276,1.632,1.632
2025-12-07T13:25:25.264000+00:00,9839,5,1276,13.61,1.754
2025-12-07T13:25:25.565000+00:00,9839,23,1276,37.152,2.546
2025-12-07T13:25:25.802000+00:00,9839,44,1276,33.07,0.898
2025-12-07T13:25:26.931000+00:00,9839,16,1276,6.959,1.807
2025-12-07T13:25:27.295000+00:00,9839,27,1276,34.563,1.493
2025-12-07T13:25:27.629000+00:00,9839,87,1276,43.542,4.072
2025-12-07T13:25:27.813000+00:00,9839,6,1276,39.393,2.241
2025-12-07T13:25:28.011000+00:00,9839,10,1276,51.095,7.712
2025-12-07T13:25:28.402000+00:00,9839,43,1276,30.568,7.01
2025-12-07T13:25:28.425000+00:00,9839,31,1276,18.61,5.014
2025-12-07T13:25:28.553000+00:00,9839,4,1276,5.031,3.399
2025-12-07T13:25:28.605000+00:00,9839,81,1276,1.583,1.583
2025-12-07T13:25:29.117000+00:00,9839,22,1276,19.335,0.725
2025-12-07T13:25:29.117000+00:00,9839,14,1276,11.893,4.908
2025-12-07T13:25:29.880000+00:00,9839,23,1276,37.165,2.602
2025-12-07T13:25:29.950000+00:00,9839,63,1276,32.113,1.545
2025-12-07T13:25:30.281000+00:00,9839,31,1276,18.608,4.998
2025-12-07T13:25:30.344000+00:00,9839,16,1276,6.824,1.793
2025-12-07T13:25:30.763000+00:00,9839,44,1276,32.927,0.814
2025-12-07T13:25:30.865000+00:00,9839,5,1276,13.634,1.741
2025-12-07T13:25:30.945000+00:00,9839,30,1276,21.149,1.814
2025-12-07T13:25:31.014000+00:00,9839,22,1276,19.362,0.754
2025-12-07T13:25:31.768000+00:00,9839,43,1276,30.569,7.216
2025-12-07T13:25:31.862000+00:00,9839,14,1276,11.876,4.917
2025-12-07T13:25:31.862000+00:00,9839,87,1276,43.439,4.046
2025-12-07T13:25:31.956000+00:00,9839,4,1276,4.916,3.333
2025-12-07T13:25:32.097000+00:00,9839,6,1276,39.386,2.221
2025-12-07T13:25:32.206000+00:00,9839,81,1276,1.55,1.55
2025-12-07T13:25:32.237000+00:00,9839,55,1276,22.424,1.275
2025-12-07T13:25:32.347000+00:00,9839,27,1276,34.519,1.592
2025-12-07T13:25:32.425000+00:00,9839,10,1276,51.066,7.599
2025-12-07T13:25:32.777000+00:00,9839,18,1276,22.951,0.527
2025-12-07T13:25:32.825000+00:00,9839,30,1276,21.14,1.778
2025-12-07T13:25:33.285000+00:00,9839,63,1276,32.059,1.49
2025-12-07T13:25:33.302000+00:00,9839,12,1276,23.486,0.535
2025-12-07T13:25:33.602000+00:00,9839,5,1276,13.628,1.752
2025-12-07T13:25:33.927000+00:00,9839,44,1276,32.74,0.681
2025-12-07T13:25:33.927000+00:00,9839,16,1276,6.882,1.966
2025-12-07T13:25:34.075000+00:00,9839,55,1276,22.399,1.259
2025-12-07T13:25:34.339000+00:00,9839,81,1276,1.524,1.524
2025-12-07T13:25:34.603000+00:00,9839,18,1276,22.945,0.546
2025-12-07T13:25:34.980000+00:00,9839,23,1276,37.143,2.624
2025-12-07T13:25:35.113000+00:00,9839,10,1276,51.044,7.502
2025-12-07T13:25:35.230000+00:00,9839,14,1276,11.703,4.879
2025-12-07T13:25:35.494000+00:00,9839,12,1276,23.537,0.592
2025-12-07T13:25:35.502000+00:00,9839,4,1276,4.869,3.319
2025-12-07T13:25:35.675000+00:00,9839,27,1276,34.478,1.738
2025-12-07T13:25:35.839000+00:00,9839,31,1276,18.61,4.976
2025-12-07T13:25:36.238000+00:00,9839,87,1276,43.512,4.126
2025-12-07T13:25:36.489000+00:00,9839,22,1276,19.255,0.645
2025-12-07T13:25:37.075000+00:00,9839,5,1276,13.561,1.858
2025-12-07T13:25:37.215000+00:00,9839,6,1276,39.394,2.251
2025-12-07T13:25:37.528000+00:00,9839,16,1276,6.886,2.017
2025-12-07T13:25:37.713000+00:00,9839,4,1276,4.9,3.376
2025-12-07T13:25:38.282000+00:00,9839,23,1276,37.088,2.61
2025-12-07T13:25:38.365000+00:00,9839,30,1276,21.141,1.886
2025-12-07T13:25:38.599000+00:00,9839,31,1276,18.615,4.987
2025-12-07T13:25:38.708000+00:00,9839,14,1276,11.672,4.79
2025-12-07T13:25:39.068000+00:00,9839,22,1276,19.091,0.476
2025-12-07T13:25:39.365000+00:00,9839,10,1276,50.957,7.518
2025-12-07T13:25:39.615000+00:00,9839,55,1276,22.384,1.243
2025-12-07T13:25:39.646000+00:00,9839,16,1276,6.825,1.925
2025-12-07T13:25:40.068000+00:00,9839,18,1276,22.837,0.453
2025-12-07T13:25:40.505000+00:00,9839,5,1276,13.513,1.841
2025-12-07T13:25:40.599000+00:00,9839,6,1276,39.397,2.309
2025-12-07T13:25:40.615000+00:00,9839,43,1276,30.809,7.323
2025-12-07T13:25:40.677000+00:00,9839,12,1276,23.444,0.607
2025-12-07T13:25:41.115000+00:00,9839,30,1276,21.127,2.036
2025-12-07T13:25:41.365000+00:00,9839,87,1276,43.539,4.145
2025-12-07T13:25:41.521000+00:00,9839,81,1276,1.578,1.578
2025-12-07T13:25:41.615000+00:00,9839,63,1276,31.835,1.026
2025-12-07T13:25:42.021000+00:00,9839,31,1276,18.523,4.962
2025-12-07T13:25:42.318000+00:00,9839,14,1276,11.685,4.799
2025-12-07T13:25:42.333000+00:00,9839,55,1276,22.356,1.229
2025-12-07T13:25:42.474000+00:00,9839,43,1276,30.817,7.28
2025-12-07T13:25:42.568000+00:00,9839,44,1276,32.761,0.926
2025-12-07T13:25:42.599000+00:00,9839,22,1276,19.107,0.584
2025-12-07T13:25:42.693000+00:00,9839,18,1276,22.71,0.354
2025-12-07T13:25:43.240000+00:00,9839,12,1276,23.269,0.559
2025-12-07T13:25:43.474000+00:00,9839,63,1276,31.832,1.015
2025-12-07T13:25:43.646000+00:00,9839,10,1276,50.921,7.409
2025-12-07T13:25:44.162000+00:00,9839,5,1276,,1.828
2025-12-07T13:25:44.224000+00:00,9839,27,1276,34.389,1.628
2025-12-07T13:25:44.427000+00:00,9839,81,1276,1.561,1.561
2025-12-07T13:25:44.443000+00:00,9839,44,1276,32.768,0.936
2025-12-07T13:25:44.458000+00:00,9839,14,1276,11.658,4.833
2025-12-07T13:25:44.615000+00:00,9839,30,1276,21.117,2.01
2025-12-07T13:25:44.740000+00:00,9839,87,1276,43.544,4.147
2025-12-07T13:25:44.833000+00:00,9839,4,1276,4.945,3.367
2025-12-07T13:25:45.662000+00:00,9839,31,1276,18.623,5.11
2025-12-07T13:25:45.896000+00:00,9839,55,1276,22.395,1.278
2025-12-07T13:25:46.021000+00:00,9839,27,1276,34.37,1.602
2025-12-07T13:25:46.287000+00:00,9839,5,1276,13.474,1.816
2025-12-07T13:25:46.287000+00:00,9839,18,1276,22.8,0.405
2025-12-07T13:25:46.302000+00:00,9839,22,1276,19.275,0.652
2025-12-07T13:25:46.865000+00:00,9839,12,1276,23.367,0.567
2025-12-07T13:25:46.912000+00:00,9839,23,1276,37.113,2.724
2025-12-07T13:25:46.974000+00:00,9839,16,1276,7.082,2.137
2025-12-07T13:25:47.880000+00:00,9839,4,1276,4.936,3.375
2025-12-07T13:25:47.880000+00:00,9839,81,1276,1.53,1.53
2025-12-07T13:25:48.068000+00:00,9839,43,1276,30.84,7.396
2025-12-07T13:25:48.224000+00:00,9839,30,1276,21.201,1.926
2025-12-07T13:25:48.771000+00:00,9839,23,1276,37.095,2.725
2025-12-07T13:25:48.771000+00:00,9839,10,1276,50.935,7.396
2025-12-07T13:25:49.037000+00:00,9839,63,1276,31.821,0.981
2025-12-07T13:25:49.271000+00:00,9839,31,1276,18.613,5.1
2025-12-07T13:25:49.564000+00:00,9839,6,1276,39.599,2.486
2025-12-07T13:25:49.572000+00:00,9839,55,1276,22.45,1.249
2025-12-07T13:25:49.981000+00:00,9839,16,1276,7.029,2.093
2025-12-07T13:25:49.981000+00:00,9839,44,1276,32.661,0.84
2025-12-07T13:25:49.994000+00:00,9839,18,1276,22.901,0.451
2025-12-07T13:25:49.994000+00:00,9839,22,1276,19.299,0.686
2025-12-07T13:25:50.612000+00:00,9839,12,1276,23.612,0.711
2025-12-07T13:25:50.843000+00:00,9839,43,1276,30.856,7.587
2025-12-07T13:25:51.044000+00:00,9839,81,1276,1.506,1.506
2025-12-07T13:25:51.216000+00:00,9839,4,1276,4.903,3.373
2025-12-07T13:25:51.264000+00:00,9839,6,1276,39.606,2.511
2025-12-07T13:25:51.414000+00:00,9839,31,1276,18.617,5.143
2025-12-07T13:25:51.612000+00:00,9839,27,1276,34.368,1.707
2025-12-07T13:25:51.644000+00:00,9839,14,1276,11.725,4.643
2025-12-07T13:25:51.765000+00:00,9839,63,1276,31.784,0.928
2025-12-07T13:25:51.876000+00:00,9839,30,1276,21.246,1.947
2025-12-07T13:25:52.144000+00:00,9839,10,1276,50.964,7.42
2025-12-07T13:25:52.204000+00:00,9839,22,1276,19.389,0.772
2025-12-07T13:25:52.487000+00:00,9839,44,1276,32.514,0.73
2025-12-07T13:25:53.096000+00:00,9839,55,1276,22.452,1.206
2025-12-07T13:25:53.349000+00:00,9839,1,1276,0.0,0.0
2025-12-07T13:25:53.364000+00:00,9839,16,1276,6.993,2.09
2025-12-07T13:25:53.437000+00:00,9839,87,1276,43.604,4.005
2025-12-07T13:25:53.532000+00:00,9839,5,1276,13.618,1.893
2025-12-07T13:25:53.631000+00:00,9839,18,1276,22.936,0.484
2025-12-07T13:25:53.994000+00:00,9839,81,1276,1.637,1.637
2025-12-07T13:25:54.144000+00:00,9839,30,1276,21.308,1.919
2025-12-07T13:25:54.294000+00:00,9839,43,1276,30.684,7.317
2025-12-07T13:25:54.328000+00:00,9839,12,1276,23.628,0.692
2025-12-07T13:25:54.361000+00:00,9839,27,1276,34.35,1.836
2025-12-07T13:25:54.364000+00:00,9839,23,1276,37.096,2.728
2025-12-07T13:25:54.477000+00:00,9839,4,1276,4.914,3.408
2025-12-07T13:25:54.506000+00:00,9839,14,1276,11.66,4.631
2025-12-07T13:25:54.981000+00:00,9839,81,1276,1.654,1.654
2025-12-07T13:25:55.214000+00:00,9839,63,1276,31.723,1.039
2025-12-07T13:25:55.244000+00:00,9839,87,1276,43.576,3.97
2025-12-07T13:25:55.313000+00:00,9839,55,1276,22.525,1.217
2025-12-07T13:25:55.764000+00:00,9839,18,1276,22.961,0.436
2025-12-07T13:25:56.016000+00:00,9839,44,1276,32.494,0.771
2025-12-07T13:25:56.449000+00:00,9839,5,1276,13.623,1.963
2025-12-07T13:25:56.536000+00:00,9839,16,1276,6.979,2.065
2025-12-07T13:25:56.580000+00:00,9839,12,1276,23.781,0.82
2025-12-07T13:25:56.884000+00:00,9839,6,1276,39.652,2.556
2025-12-07T13:25:57.044000+00:00,9839,23,1276,37.061,2.711
2025-12-07T13:25:57.344000+00:00,9839,81,1276,1.664,1.664
2025-12-07T13:25:57.380000+00:00,9839,4,1276,5.015,3.378
2025-12-07T13:25:57.763000+00:00,9839,27,1276,34.265,1.771
2025-12-07T13:25:57.903000+00:00,9839,43,1276,30.849,7.237
2025-12-07T13:25:57.957000+00:00,9839,14,1276,11.636,4.643
2025-12-07T13:25:58.371000+00:00,9839,4,1276,5.027,3.373
2025-12-07T13:25:58.607000+00:00,9839,31,1276,18.716,5.098
2025-12-07T13:25:58.765000+00:00,9839,63,1276,31.755,0.906
2025-12-07T13:25:59.503000+00:00,9839,16,1276,7.096,2.081
2025-12-07T13:25:59.565000+00:00,9839,44,1276,32.419,0.664
2025-12-07T13:25:59.602000+00:00,9839,22,1276,19.7,0.984
2025-12-07T13:25:59.624000+00:00,9839,6,1276,39.656,2.595
2025-12-07T13:25:59.983000+00:00,9839,5,1276,13.601,1.965
2025-12-07T13:26:00.131000+00:00,9839,81,1276,1.669,1.669
2025-12-07T13:26:00.468000+00:00,9839,16,1276,7.108,
2025-12-07T13:26:00.565000+00:00,9839,23,1276,37.069,2.804
2025-12-07T13:26:00.705000+00:00,9839,4,1276,5.031,3.367
2025-12-07T13:26:00.834000+00:00,9839,87,1276,43.588,3.936
2025-12-07T13:26:00.866000+00:00,9839,10,1276,51.05,7.446
2025-12-07T13:26:01.114000+00:00,9839,14,1276,11.583,4.604
2025-12-07T13:26:01.296000+00:00,9839,27,1276,34.271,1.852
2025-12-07T13:26:01.391000+00:00,9839,30,1276,21.487,1.787
2025-12-07T13:26:01.513000+00:00,9839,43,1276,30.885,7.257
2025-12-07T13:26:01.544000+00:00,9839,31,1276,18.706,5.083
2025-12-07T13:26:02.402000+00:00,9839,63,1276,31.77,0.885
2025-12-07T13:26:02.629000+00:00,9839,22,1276,19.77,1.064
2025-12-07T13:26:02.690000+00:00,9839,55,1276,22.789,1.302
2025-12-07T13:26:02.703000+00:00,9839,10,1276,51.051,7.475
2025-12-07T13:26:02.802000+00:00,9839,16,1276,7.122,2.091
2025-12-07T13:26:03.044000+00:00,9839,44,1276,32.41,0.64
2025-12-07T13:26:03.217000+00:00,9839,6,1276,39.738,2.669
2025-12-07T13:26:03.234000+00:00,9839,18,1276,23.332,0.543
2025-12-07T13:26:03.530000+00:00,9839,4,1276,5.029,3.36
2025-12-07T13:26:03.594000+00:00,9839,87,1276,43.603,3.947
2025-12-07T13:26:03.612000+00:00,9839,5,1276,14.072,2.489
2025-12-07T13:26:03.703000+00:00,9839,43,1276,30.895,7.114
2025-12-07T13:26:03.844000+00:00,9839,81,1276,1.678,1.678
2025-12-07T13:26:03.926000+00:00,9839,12,1276,24.025,0.693
2025-12-07T13:26:04.029000+00:00,9839,23,1276,37.011,2.74
2025-12-07T13:26:04.045000+00:00,9839,14,1276,11.686,4.59
2025-12-07T13:26:04.320000+00:00,9839,30,1276,21.504,1.734
2025-12-07T13:26:04.602000+00:00,9839,63,1276,31.788,0.893
2025-12-07T13:26:04.902000+00:00,9839,27,1276,34.267,1.857
2025-12-07T13:26:04.989000+00:00,9839,31,1276,18.666,5.065
2025-12-07T13:26:05.047000+00:00,9839,14,1276,11.688,4.58
2025-12-07T13:26:05.364000+00:00,9839,44,1276,32.55,0.762
2025-12-07T13:26:05.614000+00:00,9839,16,1276,7.148,2.119
2025-12-07T13:26:05.713000+00:00,9839,55,1276,22.886,1.382
2025-12-07T13:26:06.089000+00:00,9839,22,1276,19.777,1.111
2025-12-07T13:26:06.253000+00:00,9839,18,1276,23.423,0.537
2025-12-07T13:26:06.894000+00:00,9839,6,1276,39.862,2.851
2025-12-07T13:26:07.038000+00:00,9839,12,1276,24.169,0.746
2025-12-07T13:26:07.048000+00:00,9839,87,1276,43.539,3.801
2025-12-07T13:26:07.078000+00:00,9839,27,1276,34.25,1.7
2025-12-07T13:26:07.281000+00:00,9839,4,1276,5.087,3.409
2025-12-07T13:26:07.364000+00:00,9839,14,1276,11.693,4.571
2025-12-07T13:26:07.636000+00:00,9839,23,1276,37.003,2.736
2025-12-07T13:26:07.814000+00:00,9839,30,1276,21.494,1.717
2025-12-07T13:26:08.220000+00:00,9839,31,1276,18.687,4.615
2025-12-07T13:26:08.313000+00:00,9839,10,1276,51.081,7.493
2025-12-07T13:26:08.333000+00:00,9839,81,1276,1.661,1.661
2025-12-07T13:26:09.244000+00:00,9839,55,1276,22.92,1.426
2025-12-07T13:26:09.402000+00:00,9839,16,1276,7.225,2.138
2025-12-07T13:26:09.480000+00:00,9839,22,1276,19.973,1.286
2025-12-07T13:26:09.777000+00:00,9839,18,1276,23.458,0.538
2025-12-07T13:26:09.844000+00:00,9839,23,1276,37.031,2.781
2025-12-07T13:26:10.163000+00:00,9839,14,1276,11.676,4.528
2025-12-07T13:26:10.515000+00:00,9839,87,1276,43.481,3.619
2025-12-07T13:26:10.527000+00:00,9839,12,1276,24.207,0.749
2025-12-07T13:26:10.532000+00:00,9839,6,1276,39.902,2.899
2025-12-07T13:26:11.013000+00:00,9839,43,1276,31.08,7.055
2025-12-07T13:26:11.094000+00:00,9839,10,1276,51.109,7.506
2025-12-07T13:26:11.128000+00:00,9839,31,1276,18.76,
2025-12-07T13:26:11.145000+00:00,9839,30,1276,21.624,1.651
2025-12-07T13:26:11.621000+00:00,9839,63,1276,31.741,0.661
2025-12-07T13:26:11.702000+00:00,9839,4,1276,5.04,3.379
2025-12-07T13:26:12.175000+00:00,9839,31,1276,18.774,3.247
2025-12-07T13:26:12.397000+00:00,9839,22,1276,20.033,1.273
2025-12-07T13:26:12.581000+00:00,9839,44,1276,32.681,0.94
2025-12-07T13:26:12.616000+00:00,9839,55,1276,23.069,1.445
2025-12-07T13:26:12.699000+00:00,9839,81,1276,1.588,1.588
2025-12-07T13:26:12.775000+00:00,9839,6,1276,39.943,2.912
2025-12-07T13:26:13.181000+00:00,9839,18,1276,23.641,0.572
2025-12-07T13:26:13.450000+00:00,9839,22,1276,20.032,1.258
2025-12-07T13:26:13.881000+00:00,9839,12,1276,24.337,0.696
2025-12-07T13:26:13.917000+00:00,9839,14,1276,11.717,4.492
2025-12-07T13:26:13.917000+00:00,9839,16,1276,7.216,2.176
2025-12-07T13:26:14.030000+00:00,9839,43,1276,31.183,7.014
2025-12-07T13:26:14.076000+00:00,9839,30,1276,21.711,1.678
2025-12-07T13:26:14.089000+00:00,9839,87,1276,43.449,3.547
2025-12-07T13:26:14.148000+00:00,9839,27,1276,34.247,1.566
2025-12-07T13:26:14.445000+00:00,9839,31,1276,18.784,
2025-12-07T13:26:14.523000+00:00,9839,63,1276,31.68,0.497
2025-12-07T13:26:14.632000+00:00,9839,10,1276,51.02,7.481
2025-12-07T13:26:15.085000+00:00,9839,30,1276,21.73,1.698
2025-12-07T13:26:15.382000+00:00,9839,81,1276,1.619,1.619
2025-12-07T13:26:15.538000+00:00,9839,55,1276,23.192,1.481
2025-12-07T13:26:15.570000+00:00,9839,44,1276,32.742,1.062
2025-12-07T13:26:15.695000+00:00,9839,22,1276,20.029,1.245
2025-12-07T13:26:16.089000+00:00,9839,4,1276,4.969,3.381
2025-12-07T13:26:16.131000+00:00,9839,18,1276,23.771,0.579
2025-12-07T13:26:16.280000+00:00,9839,87,1276,43.478,3.535
