meeting_key,session_key,overtaking_driver_number,overtaken_driver_number,date,position
1211,9102,63,11,2023-06-04T13:40:11.835000+00:00,5
1211,9102,63,18,2023-06-04T13:40:14.726000+00:00,4
1211,9102,31,11,2023-06-04T13:40:15.351000+00:00,6
1211,9102,22,11,2023-06-04T13:40:16.163000+00:00,7
1211,9102,14,11,2023-06-04T13:40:22.476000+00:00,8
1211,9102,11,14,2023-06-04T13:44:23.878000+00:00,8
1211,9102,27,2,2023-06-04T13:44:50.799000+00:00,17
1211,9102,27,23,2023-06-04T13:46:17.094000+00:00,16
1211,9102,11,22,2023-06-04T13:47:09.593000+00:00,7
1211,9102,11,31,2023-06-04T13:48:23.811000+00:00,6
1211,9102,27,77,2023-06-04T13:48:51.514000+00:00,15
1211,9102,11,18,2023-06-04T13:49:33.935000+00:00,5
1211,9102,31,18,2023-06-04T13:49:35.966000+00:00,6
1211,9102,63,55,2023-06-04T13:49:36.450000+00:00,3
1211,9102,14,22,2023-06-04T13:49:39.747000+00:00,8
1211,9102,14,18,2023-06-04T13:49:43.481000+00:00,7
1211,9102,24,22,2023-06-04T13:49:47.700000+00:00,9
1211,9102,24,18,2023-06-04T13:49:47.700000+00:00,8
1211,9102,81,22,2023-06-04T13:49:49.216000+00:00,10
1211,9102,81,18,2023-06-04T13:49:49.216000+00:00,9
1211,9102,10,22,2023-06-04T13:49:49.841000+00:00,11
1211,9102,10,18,2023-06-04T13:49:49.841000+00:00,10
1211,9102,16,22,2023-06-04T13:49:53.637000+00:00,12
1211,9102,16,18,2023-06-04T13:49:53.637000+00:00,11
1211,9102,21,22,2023-06-04T13:49:57.622000+00:00,13
1211,9102,21,18,2023-06-04T13:49:57.622000+00:00,12
1211,9102,20,2,2023-06-04T13:50:18.949000+00:00,18
1211,9102,14,31,2023-06-04T13:51:00.183000+00:00,6
1211,9102,24,31,2023-06-04T13:51:08.105000+00:00,7
1211,9102,81,31,2023-06-04T13:51:09.683000+00:00,8
1211,9102,10,31,2023-06-04T13:51:10.964000+00:00,9
1211,9102,16,31,2023-06-04T13:51:14.042000+00:00,10
1211,9102,21,31,2023-06-04T13:51:18.402000+00:00,11
1211,9102,18,31,2023-06-04T13:51:21.480000+00:00,12
1211,9102,22,31,2023-06-04T13:51:26.792000+00:00,13
1211,9102,81,24,2023-06-04T13:52:26.775000+00:00,7
1211,9102,10,24,2023-06-04T13:52:28.088000+00:00,8
1211,9102,16,24,2023-06-04T13:52:34.588000+00:00,9
1211,9102,21,24,2023-06-04T13:52:39.166000+00:00,10
1211,9102,18,24,2023-06-04T13:52:41.197000+00:00,11
1211,9102,22,24,2023-06-04T13:52:42.806000+00:00,12
1211,9102,31,24,2023-06-04T13:52:44.853000+00:00,13
1211,9102,27,24,2023-06-04T13:52:46.369000+00:00,14
1211,9102,4,2,2023-06-04T13:52:55.056000+00:00,19
1211,9102,20,23,2023-06-04T13:54:12.492000+00:00,17
1211,9102,4,23,2023-06-04T13:54:15.523000+00:00,18
1211,9102,18,21,2023-06-04T13:55:17.397000+00:00,10
1211,9102,22,21,2023-06-04T13:55:19.444000+00:00,11
1211,9102,31,21,2023-06-04T13:55:19.725000+00:00,12
1211,9102,31,22,2023-06-04T13:55:26.163000+00:00,11
1211,9102,27,21,2023-06-04T13:55:26.460000+00:00,13
1211,9102,24,21,2023-06-04T13:55:31.022000+00:00,14
1211,9102,77,21,2023-06-04T13:55:37.475000+00:00,15
1211,9102,20,21,2023-06-04T13:55:37.584000+00:00,16
1211,9102,20,77,2023-06-04T13:55:40.459000+00:00,15
1211,9102,4,21,2023-06-04T13:55:44.522000+00:00,17
1211,9102,16,10,2023-06-04T13:56:32.490000+00:00,8
1211,9102,16,81,2023-06-04T13:56:36.271000+00:00,7
1211,9102,18,10,2023-06-04T13:56:40.349000+00:00,9
1211,9102,18,81,2023-06-04T13:56:40.349000+00:00,8
1211,9102,31,10,2023-06-04T13:56:42.771000+00:00,10
1211,9102,31,81,2023-06-04T13:56:42.771000+00:00,9
1211,9102,22,10,2023-06-04T13:56:43.974000+00:00,11
1211,9102,22,81,2023-06-04T13:56:43.974000+00:00,10
1211,9102,27,10,2023-06-04T13:56:46.771000+00:00,12
1211,9102,27,81,2023-06-04T13:56:46.771000+00:00,11
1211,9102,24,10,2023-06-04T13:56:50.005000+00:00,13
1211,9102,24,81,2023-06-04T13:56:50.005000+00:00,12
1211,9102,4,77,2023-06-04T13:56:58.114000+00:00,16
1211,9102,21,77,2023-06-04T13:56:58.958000+00:00,17
1211,9102,23,77,2023-06-04T13:57:18.489000+00:00,18
1211,9102,2,77,2023-06-04T13:57:21.301000+00:00,19
1211,9102,21,4,2023-06-04T13:58:24.800000+00:00,16
1211,9102,11,55,2023-06-04T13:58:48.518000+00:00,4
1211,9102,14,55,2023-06-04T13:59:04.096000+00:00,5
1211,9102,18,16,2023-06-04T13:59:15.799000+00:00,7
1211,9102,31,16,2023-06-04T13:59:22.268000+00:00,8
1211,9102,22,16,2023-06-04T13:59:23.565000+00:00,9
1211,9102,27,16,2023-06-04T13:59:26.846000+00:00,10
1211,9102,24,16,2023-06-04T13:59:28.174000+00:00,11
1211,9102,81,16,2023-06-04T13:59:33.455000+00:00,12
1211,9102,10,16,2023-06-04T13:59:35.283000+00:00,13
1211,9102,21,20,2023-06-04T13:59:43.408000+00:00,15
1211,9102,24,27,2023-06-04T14:00:49.844000+00:00,10
1211,9102,4,20,2023-06-04T14:00:59.735000+00:00,16
1211,9102,23,20,2023-06-04T14:01:17.078000+00:00,17
1211,9102,2,20,2023-06-04T14:01:19.781000+00:00,18
1211,9102,81,27,2023-06-04T14:02:07.452000+00:00,11
1211,9102,10,27,2023-06-04T14:02:12.515000+00:00,12
1211,9102,16,27,2023-06-04T14:02:17.983000+00:00,13
1211,9102,21,27,2023-06-04T14:02:20.140000+00:00,14
1211,9102,4,27,2023-06-04T14:02:23.093000+00:00,15
1211,9102,55,14,2023-06-04T14:03:11.592000+00:00,5
1211,9102,18,14,2023-06-04T14:03:18.779000+00:00,6
1211,9102,31,14,2023-06-04T14:03:21.514000+00:00,7
1211,9102,22,14,2023-06-04T14:03:22.889000+00:00,8
1211,9102,24,14,2023-06-04T14:03:28.717000+00:00,9
1211,9102,11,63,2023-06-04T14:04:09.325000+00:00,3
1211,9102,14,24,2023-06-04T14:07:26.181000+00:00,9
1211,9102,10,81,2023-06-04T14:07:33.634000+00:00,11
1211,9102,20,2,2023-06-04T14:08:04.024000+00:00,18
1211,9102,14,22,2023-06-04T14:08:44.414000+00:00,8
1211,9102,63,11,2023-06-04T14:10:54.959000+00:00,3
1211,9102,55,11,2023-06-04T14:11:03.818000+00:00,4
1211,9102,14,31,2023-06-04T14:11:21.442000+00:00,7
1211,9102,16,81,2023-06-04T14:11:35.458000+00:00,12
1211,9102,27,4,2023-06-04T14:11:46.692000+00:00,15
1211,9102,23,4,2023-06-04T14:11:54.286000+00:00,16
1211,9102,20,4,2023-06-04T14:11:56.082000+00:00,17
1211,9102,2,4,2023-06-04T14:11:59.520000+00:00,18
1211,9102,77,4,2023-06-04T14:12:10.160000+00:00,19
1211,9102,11,55,2023-06-04T14:13:46.440000+00:00,4
1211,9102,4,77,2023-06-04T14:14:43.158000+00:00,19
1211,9102,4,2,2023-06-04T14:17:22.123000+00:00,18
1211,9102,24,22,2023-06-04T14:18:07.638000+00:00,9
1211,9102,22,24,2023-06-04T14:18:10.732000+00:00,9
1211,9102,4,20,2023-06-04T14:23:56.569000+00:00,17
1211,9102,20,4,2023-06-04T14:24:01.851000+00:00,17
1211,9102,77,2,2023-06-04T14:25:30.943000+00:00,19
1211,9102,4,20,2023-06-04T14:29:15.501000+00:00,17
1212,9110,44,14,2023-06-18T18:03:21.264000+00:00,2
1212,9110,63,14,2023-06-18T18:03:21.639000+00:00,3
1212,9110,14,63,2023-06-18T18:03:21.671000+00:00,3
1212,9110,31,27,2023-06-18T18:03:22.093000+00:00,5
1212,9110,81,4,2023-06-18T18:03:22.686000+00:00,7
1212,9110,16,23,2023-06-18T18:03:23.202000+00:00,9
1212,9110,11,55,2023-06-18T18:03:23.671000+00:00,11
1212,9110,20,55,2023-06-18T18:03:23.733000+00:00,12
1212,9110,18,10,2023-06-18T18:03:24.171000+00:00,15
1212,9110,18,77,2023-06-18T18:03:24.171000+00:00,14
1212,9110,10,77,2023-06-18T18:03:24.171000+00:00,15
1212,9110,55,20,2023-06-18T18:03:27.217000+00:00,12
1212,9110,10,18,2023-06-18T18:03:33.717000+00:00,14
1212,9110,55,11,2023-06-18T18:03:56.670000+00:00,11
1212,9110,22,2,2023-06-18T18:03:59.201000+00:00,18
1212,9110,11,55,2023-06-18T18:04:00.639000+00:00,11
1212,9110,2,22,2023-06-18T18:04:25.904000+00:00,18
1212,9110,55,11,2023-06-18T18:04:27.966000+00:00,11
1212,9110,20,11,2023-06-18T18:04:28.482000+00:00,12
1212,9110,11,20,2023-06-18T18:04:31.357000+00:00,12
1212,9110,24,22,2023-06-18T18:04:34.482000+00:00,19
1212,9110,10,20,2023-06-18T18:04:36.997000+00:00,13
1212,9110,18,20,2023-06-18T18:04:37.435000+00:00,14
1212,9110,81,27,2023-06-18T18:11:15.069000+00:00,6
1212,9110,24,2,2023-06-18T18:11:44.099000+00:00,18
1212,9110,22,2,2023-06-18T18:11:56.537000+00:00,19
1212,9110,18,10,2023-06-18T18:16:22.219000+00:00,13
1212,9110,10,18,2023-06-18T18:16:33.969000+00:00,13
1212,9110,18,10,2023-06-18T18:16:41.953000+00:00,13
1212,9110,20,10,2023-06-18T18:16:42.547000+00:00,14
1212,9110,77,10,2023-06-18T18:16:43.110000+00:00,15
1212,9110,21,10,2023-06-18T18:16:43.781000+00:00,16
1212,9110,24,10,2023-06-18T18:16:46.719000+00:00,17
1212,9110,22,10,2023-06-18T18:16:57.562000+00:00,18
1212,9110,4,27,2023-06-18T18:17:57.624000+00:00,7
1212,9110,16,27,2023-06-18T18:17:57.733000+00:00,8
1212,9110,23,27,2023-06-18T18:17:58.608000+00:00,9
1212,9110,55,27,2023-06-18T18:17:59.155000+00:00,10
1212,9110,11,27,2023-06-18T18:17:59.671000+00:00,11
1212,9110,20,18,2023-06-18T18:18:01.124000+00:00,13
1212,9110,20,27,2023-06-18T18:18:01.124000+00:00,12
1212,9110,77,18,2023-06-18T18:18:01.843000+00:00,14
1212,9110,77,27,2023-06-18T18:18:01.843000+00:00,13
1212,9110,24,21,2023-06-18T18:18:05.280000+00:00,16
1212,9110,24,18,2023-06-18T18:18:05.280000+00:00,15
1212,9110,24,27,2023-06-18T18:18:05.280000+00:00,14
1212,9110,22,21,2023-06-18T18:18:15.592000+00:00,17
1212,9110,22,18,2023-06-18T18:18:15.592000+00:00,16
1212,9110,22,27,2023-06-18T18:18:23.295000+00:00,15
1212,9110,31,63,2023-06-18T18:18:38.404000+00:00,4
1212,9110,81,63,2023-06-18T18:18:49.482000+00:00,5
1212,9110,4,63,2023-06-18T18:18:52.342000+00:00,6
1212,9110,16,63,2023-06-18T18:18:53.060000+00:00,7
1212,9110,23,63,2023-06-18T18:18:55.060000+00:00,8
1212,9110,55,63,2023-06-18T18:18:56.967000+00:00,9
1212,9110,11,63,2023-06-18T18:18:58.076000+00:00,10
1212,9110,20,63,2023-06-18T18:19:11.341000+00:00,11
1212,9110,77,63,2023-06-18T18:19:12.435000+00:00,12
1212,9110,24,63,2023-06-18T18:19:18.232000+00:00,13
1212,9110,16,4,2023-06-18T18:19:31.435000+00:00,6
1212,9110,16,81,2023-06-18T18:19:31.435000+00:00,5
1212,9110,16,31,2023-06-18T18:19:31.435000+00:00,4
1212,9110,63,4,2023-06-18T18:19:32.950000+00:00,19
1212,9110,63,81,2023-06-18T18:19:32.950000+00:00,6
1212,9110,63,31,2023-06-18T18:19:32.950000+00:00,5
1212,9110,4,2,2023-06-18T18:19:32.950000+00:00,19
1212,9110,4,10,2023-06-18T18:19:32.950000+00:00,18
1212,9110,4,21,2023-06-18T18:19:32.950000+00:00,17
1212,9110,4,18,2023-06-18T18:19:32.950000+00:00,16
1212,9110,4,27,2023-06-18T18:19:32.950000+00:00,15
1212,9110,4,22,2023-06-18T18:19:32.950000+00:00,14
1212,9110,4,63,2023-06-18T18:19:32.950000+00:00,13
1212,9110,4,24,2023-06-18T18:19:32.950000+00:00,12
1212,9110,4,77,2023-06-18T18:19:32.950000+00:00,11
1212,9110,4,20,2023-06-18T18:19:32.950000+00:00,10
1212,9110,4,11,2023-06-18T18:19:32.950000+00:00,9
1212,9110,4,23,2023-06-18T18:19:32.950000+00:00,8
1212,9110,11,23,2023-06-18T18:19:33.716000+00:00,9
1212,9110,11,4,2023-06-18T18:19:33.716000+00:00,8
1212,9110,11,81,2023-06-18T18:19:33.716000+00:00,7
1212,9110,11,31,2023-06-18T18:19:33.716000+00:00,6
1212,9110,20,23,2023-06-18T18:19:35.403000+00:00,10
1212,9110,20,4,2023-06-18T18:19:35.403000+00:00,9
1212,9110,20,81,2023-06-18T18:19:35.403000+00:00,8
1212,9110,20,31,2023-06-18T18:19:35.403000+00:00,7
1212,9110,77,23,2023-06-18T18:19:37.028000+00:00,11
1212,9110,77,4,2023-06-18T18:19:37.028000+00:00,10
1212,9110,77,81,2023-06-18T18:19:37.028000+00:00,9
1212,9110,22,63,2023-06-18T18:19:38.685000+00:00,14
1212,9110,27,63,2023-06-18T18:19:40.310000+00:00,15
1212,9110,31,20,2023-06-18T18:19:45.388000+00:00,7
1212,9110,18,63,2023-06-18T18:19:48.091000+00:00,16
1212,9110,20,31,2023-06-18T18:19:49.747000+00:00,7
1212,9110,77,31,2023-06-18T18:19:50.684000+00:00,8
1212,9110,22,24,2023-06-18T18:20:03.465000+00:00,13
1212,9110,21,63,2023-06-18T18:20:04.668000+00:00,17
1212,9110,10,63,2023-06-18T18:20:06.278000+00:00,18
1212,9110,4,81,2023-06-18T18:28:55.425000+00:00,10
1212,9110,31,77,2023-06-18T18:31:48.969000+00:00,8
1212,9110,23,81,2023-06-18T18:31:58.406000+00:00,11
1212,9110,31,20,2023-06-18T18:32:43.343000+00:00,7
1212,9110,77,20,2023-06-18T18:33:03.420000+00:00,8
1212,9110,4,20,2023-06-18T18:33:24.123000+00:00,9
1212,9110,14,44,2023-06-18T18:35:31.668000+00:00,2
1212,9110,23,20,2023-06-18T18:35:45.355000+00:00,10
1212,9110,20,23,2023-06-18T18:35:53.886000+00:00,10
1212,9110,81,23,2023-06-18T18:35:54.230000+00:00,11
1212,9110,81,20,2023-06-18T18:38:30.899000+00:00,10
1212,9110,18,27,2023-06-18T18:42:21.098000+00:00,15
1212,9110,27,18,2023-06-18T18:42:29.176000+00:00,15
1212,9110,21,18,2023-06-18T18:42:30.113000+00:00,16
1212,9110,10,18,2023-06-18T18:42:30.457000+00:00,17
1212,9110,63,18,2023-06-18T18:42:31.364000+00:00,18
1212,9110,23,20,2023-06-18T18:43:45.690000+00:00,11
1212,9110,21,27,2023-06-18T18:47:43.858000+00:00,15
1212,9110,10,27,2023-06-18T18:47:44.358000+00:00,16
1212,9110,63,27,2023-06-18T18:47:45.155000+00:00,17
1212,9110,18,27,2023-06-18T18:47:58.873000+00:00,18
1212,9110,21,24,2023-06-18T18:49:02.357000+00:00,14
1212,9110,10,24,2023-06-18T18:49:02.497000+00:00,15
1212,9110,63,24,2023-06-18T18:49:03.482000+00:00,16
1212,9110,18,24,2023-06-18T18:49:16.200000+00:00,17
1212,9110,27,24,2023-06-18T18:49:19.825000+00:00,18
1212,9110,63,10,2023-06-18T18:50:21.433000+00:00,15
1212,9110,18,10,2023-06-18T18:50:33.308000+00:00,16
1212,9110,27,10,2023-06-18T18:50:37.105000+00:00,17
1212,9110,22,20,2023-06-18T18:51:29.354000+00:00,12
1212,9110,20,22,2023-06-18T18:51:38.651000+00:00,12
1212,9110,21,22,2023-06-18T18:51:38.791000+00:00,13
1212,9110,63,22,2023-06-18T18:51:39.307000+00:00,14
1212,9110,63,21,2023-06-18T18:51:47.401000+00:00,13
1212,9110,63,20,2023-06-18T18:51:47.401000+00:00,12
1212,9110,18,22,2023-06-18T18:51:50.385000+00:00,15
1212,9110,27,22,2023-06-18T18:51:54.791000+00:00,16
1212,9110,10,22,2023-06-18T18:52:06.181000+00:00,17
1212,9110,18,21,2023-06-18T18:52:08.916000+00:00,14
1212,9110,18,20,2023-06-18T18:52:08.916000+00:00,13
1212,9110,27,21,2023-06-18T18:52:13.603000+00:00,15
1212,9110,27,20,2023-06-18T18:52:13.603000+00:00,14
1212,9110,10,21,2023-06-18T18:52:17.056000+00:00,16
1212,9110,10,20,2023-06-18T18:52:17.056000+00:00,15
1212,9110,22,21,2023-06-18T18:52:19.259000+00:00,17
1212,9110,22,20,2023-06-18T18:52:19.259000+00:00,16
1212,9110,24,21,2023-06-18T18:52:19.744000+00:00,18
1212,9110,24,20,2023-06-18T18:52:19.744000+00:00,17
1212,9110,81,4,2023-06-18T18:52:51.571000+00:00,9
1212,9110,23,4,2023-06-18T18:52:52.884000+00:00,10
1212,9110,63,4,2023-06-18T18:52:57.618000+00:00,11
1212,9110,21,20,2023-06-18T18:54:06.289000+00:00,18
1212,9110,81,77,2023-06-18T18:54:10.179000+00:00,8
1212,9110,81,31,2023-06-18T18:54:10.179000+00:00,7
1212,9110,23,77,2023-06-18T18:54:10.882000+00:00,9
1212,9110,23,31,2023-06-18T18:54:10.882000+00:00,8
1212,9110,63,77,2023-06-18T18:54:15.273000+00:00,10
1212,9110,63,31,2023-06-18T18:54:15.273000+00:00,9
1212,9110,23,81,2023-06-18T18:55:29.037000+00:00,7
1212,9110,63,81,2023-06-18T18:55:32.834000+00:00,8
1212,9110,23,11,2023-06-18T18:55:36.646000+00:00,6
1212,9110,31,81,2023-06-18T18:55:39.990000+00:00,9
1212,9110,77,81,2023-06-18T18:55:41.240000+00:00,10
1212,9110,4,81,2023-06-18T18:55:41.850000+00:00,11
1212,9110,18,81,2023-06-18T18:55:43.709000+00:00,12
1212,9110,11,23,2023-06-18T18:57:52.800000+00:00,6
1212,9110,10,27,2023-06-18T19:03:22.982000+00:00,14
1212,9110,20,21,2023-06-18T19:05:38.183000+00:00,18
1212,9110,22,27,2023-06-18T19:09:55.616000+00:00,15
1212,9110,31,63,2023-06-18T19:17:06.577000+00:00,8
1212,9110,77,63,2023-06-18T19:17:07.374000+00:00,9
1212,9110,4,63,2023-06-18T19:17:07.921000+00:00,10
1212,9110,18,63,2023-06-18T19:17:17.577000+00:00,11
1212,9110,81,63,2023-06-18T19:17:38.608000+00:00,12
1212,9110,10,63,2023-06-18T19:17:40.842000+00:00,13
1212,9110,22,63,2023-06-18T19:17:44.811000+00:00,14
1212,9110,27,63,2023-06-18T19:17:51.701000+00:00,15
1212,9110,24,63,2023-06-18T19:17:54.748000+00:00,16
1212,9110,20,63,2023-06-18T19:19:03.387000+00:00,17
1212,9110,21,63,2023-06-18T19:19:03.903000+00:00,18
1212,9110,4,77,2023-06-18T19:28:42.002000+00:00,9
1212,9110,4,31,2023-06-18T19:37:53.633000+00:00,8
1212,9110,31,4,2023-06-18T19:38:05.774000+00:00,8
1212,9110,18,77,2023-06-18T19:38:08.477000+00:00,10
1213,9117,11,1,2023-07-01T14:33:11.995000+00:00,1
1213,9117,23,20,2023-07-01T14:33:13.635000+00:00,10
1213,9117,23,16,2023-07-01T14:33:13.635000+00:00,9
1213,9117,63,21,2023-07-01T14:33:14.073000+00:00,14
1213,9117,63,22,2023-07-01T14:33:14.073000+00:00,13
1213,9117,63,10,2023-07-01T14:33:14.073000+00:00,12
1213,9117,63,20,2023-07-01T14:33:14.073000+00:00,11
1213,9117,22,10,2023-07-01T14:33:14.448000+00:00,13
1213,9117,44,81,2023-07-01T14:33:14.620000+00:00,17
1213,9117,44,24,2023-07-01T14:33:14.620000+00:00,16
1213,9117,44,21,2023-07-01T14:33:14.620000+00:00,15
1213,9117,44,10,2023-07-01T14:33:14.620000+00:00,14
1213,9117,81,24,2023-07-01T14:33:14.995000+00:00,17
1213,9117,81,21,2023-07-01T14:33:14.995000+00:00,16
1213,9117,2,77,2023-07-01T14:33:16.073000+00:00,19
1213,9117,23,31,2023-07-01T14:33:19.167000+00:00,8
1213,9117,21,81,2023-07-01T14:33:21.714000+00:00,16
1213,9117,44,22,2023-07-01T14:33:24.385000+00:00,13
1213,9117,14,55,2023-07-01T14:33:29.964000+00:00,5
1213,9117,14,27,2023-07-01T14:33:29.964000+00:00,4
1213,9117,22,44,2023-07-01T14:33:32.729000+00:00,13
1213,9117,1,11,2023-07-01T14:33:36.448000+00:00,1
1213,9117,27,14,2023-07-01T14:33:37.010000+00:00,4
1213,9117,27,4,2023-07-01T14:33:37.010000+00:00,3
1213,9117,55,14,2023-07-01T14:33:37.244000+00:00,5
1213,9117,55,4,2023-07-01T14:33:37.244000+00:00,4
1213,9117,18,14,2023-07-01T14:33:37.666000+00:00,6
1213,9117,18,4,2023-07-01T14:33:37.666000+00:00,5
1213,9117,14,4,2023-07-01T14:33:37.666000+00:00,6
1213,9117,20,63,2023-07-01T14:33:39.057000+00:00,11
1213,9117,21,10,2023-07-01T14:33:40.885000+00:00,15
1213,9117,24,81,2023-07-01T14:33:41.229000+00:00,17
1213,9117,23,4,2023-07-01T14:33:42.885000+00:00,7
1213,9117,23,14,2023-07-01T14:33:42.885000+00:00,6
1213,9117,31,4,2023-07-01T14:33:43.104000+00:00,8
1213,9117,44,22,2023-07-01T14:33:44.885000+00:00,13
1213,9117,31,14,2023-07-01T14:33:45.119000+00:00,7
1213,9117,10,21,2023-07-01T14:33:45.901000+00:00,15
1213,9117,2,81,2023-07-01T14:33:46.619000+00:00,18
1213,9117,27,11,2023-07-01T14:33:52.885000+00:00,2
1213,9117,14,31,2023-07-01T14:33:54.213000+00:00,7
1213,9117,14,23,2023-07-01T14:33:54.213000+00:00,6
1213,9117,16,4,2023-07-01T14:33:59.369000+00:00,9
1213,9117,81,2,2023-07-01T14:34:03.135000+00:00,18
1213,9117,81,24,2023-07-01T14:34:03.135000+00:00,17
1213,9117,20,4,2023-07-01T14:34:18.057000+00:00,10
1213,9117,4,20,2023-07-01T14:34:20.885000+00:00,10
1213,9117,21,10,2023-07-01T14:34:59.509000+00:00,15
1213,9117,10,21,2023-07-01T14:35:06.087000+00:00,15
1213,9117,2,24,2023-07-01T14:35:08.947000+00:00,18
1213,9117,63,20,2023-07-01T14:35:09.197000+00:00,11
1213,9117,24,2,2023-07-01T14:35:16.150000+00:00,18
1213,9117,2,24,2023-07-01T14:35:16.165000+00:00,18
1213,9117,24,2,2023-07-01T14:35:25.134000+00:00,18
1213,9117,2,24,2023-07-01T14:35:36.009000+00:00,18
1213,9117,20,63,2023-07-01T14:35:41.509000+00:00,11
1213,9117,16,31,2023-07-01T14:39:20.647000+00:00,8
1213,9117,31,16,2023-07-01T14:39:26.475000+00:00,8
1213,9117,4,16,2023-07-01T14:40:39.193000+00:00,9
1213,9117,16,4,2023-07-01T14:40:45.397000+00:00,9
1213,9117,63,20,2023-07-01T14:44:31.128000+00:00,11
1213,9117,44,20,2023-07-01T14:45:25.440000+00:00,12
1213,9117,20,44,2023-07-01T14:45:49.565000+00:00,12
1213,9117,44,20,2023-07-01T14:45:53.799000+00:00,12
1213,9117,11,27,2023-07-01T14:48:11.329000+00:00,2
1213,9117,4,16,2023-07-01T14:48:25.094000+00:00,9
1213,9117,16,4,2023-07-01T14:48:31.094000+00:00,9
1213,9117,55,27,2023-07-01T14:49:14.234000+00:00,3
1213,9117,81,21,2023-07-01T14:49:36.031000+00:00,16
1213,9117,2,21,2023-07-01T14:50:54.671000+00:00,17
1213,9117,16,31,2023-07-01T14:50:58.421000+00:00,8
1213,9117,31,16,2023-07-01T14:51:04.295000+00:00,8
1213,9117,4,16,2023-07-01T14:52:45.341000+00:00,9
1213,9117,44,63,2023-07-01T14:52:46.701000+00:00,11
1213,9117,20,63,2023-07-01T14:52:55.997000+00:00,12
1213,9117,22,63,2023-07-01T14:52:59.138000+00:00,13
1213,9117,10,63,2023-07-01T14:53:01.575000+00:00,14
1213,9117,81,63,2023-07-01T14:53:02.888000+00:00,15
1213,9117,2,63,2023-07-01T14:53:04.404000+00:00,16
1213,9117,21,63,2023-07-01T14:53:06.279000+00:00,17
1213,9117,24,63,2023-07-01T14:53:07.575000+00:00,18
1213,9117,77,63,2023-07-01T14:53:15.732000+00:00,19
1213,9117,18,27,2023-07-01T14:54:09.387000+00:00,4
1213,9117,2,81,2023-07-01T14:54:18.090000+00:00,15
1213,9117,21,81,2023-07-01T14:54:23.559000+00:00,16
1213,9117,24,81,2023-07-01T14:54:25.293000+00:00,17
1213,9117,77,81,2023-07-01T14:54:26.496000+00:00,18
1213,9117,63,81,2023-07-01T14:54:33.153000+00:00,19
1213,9117,14,27,2023-07-01T14:55:08.965000+00:00,5
1213,9117,23,27,2023-07-01T14:55:19.277000+00:00,6
1213,9117,31,27,2023-07-01T14:55:20.261000+00:00,7
1213,9117,4,27,2023-07-01T14:55:20.793000+00:00,8
1213,9117,16,27,2023-07-01T14:55:21.324000+00:00,9
1213,9117,22,20,2023-07-01T14:55:29.214000+00:00,12
1213,9117,22,44,2023-07-01T14:55:32.793000+00:00,11
1213,9117,10,20,2023-07-01T14:55:34.886000+00:00,13
1213,9117,10,44,2023-07-01T14:55:34.886000+00:00,12
1213,9117,22,27,2023-07-01T14:55:39.230000+00:00,10
1213,9117,77,24,2023-07-01T14:55:40.667000+00:00,17
1213,9117,77,21,2023-07-01T14:55:40.667000+00:00,16
1213,9117,10,27,2023-07-01T14:55:41.511000+00:00,11
1213,9117,77,2,2023-07-01T14:55:44.058000+00:00,15
1213,9117,77,20,2023-07-01T14:55:44.058000+00:00,14
1213,9117,63,24,2023-07-01T14:55:48.277000+00:00,18
1213,9117,63,21,2023-07-01T14:55:48.277000+00:00,17
1213,9117,63,2,2023-07-01T14:55:48.277000+00:00,16
1213,9117,63,20,2023-07-01T14:55:48.277000+00:00,15
1213,9117,77,44,2023-07-01T14:55:50.620000+00:00,13
1213,9117,81,24,2023-07-01T14:55:58.667000+00:00,19
1213,9117,81,21,2023-07-01T14:55:58.667000+00:00,18
1213,9117,81,2,2023-07-01T14:55:58.667000+00:00,17
1213,9117,63,44,2023-07-01T14:56:15.136000+00:00,14
1213,9117,31,23,2023-07-01T14:56:32.761000+00:00,6
1213,9117,4,23,2023-07-01T14:56:33.339000+00:00,7
1213,9117,81,20,2023-07-01T14:56:40.667000+00:00,16
1213,9117,10,22,2023-07-01T14:56:47.870000+00:00,10
1213,9117,10,16,2023-07-01T14:56:51.479000+00:00,9
1213,9117,10,23,2023-07-01T14:56:51.479000+00:00,8
1213,9117,27,22,2023-07-01T14:56:53.245000+00:00,11
1213,9117,27,16,2023-07-01T14:56:53.245000+00:00,10
1213,9117,27,23,2023-07-01T14:56:53.245000+00:00,9
1213,9117,63,77,2023-07-01T14:57:01.323000+00:00,13
1213,9117,63,22,2023-07-01T14:57:01.323000+00:00,12
1213,9117,77,22,2023-07-01T14:57:01.401000+00:00,13
1213,9117,44,22,2023-07-01T14:57:03.854000+00:00,14
1213,9117,63,16,2023-07-01T14:57:06.823000+00:00,11
1213,9117,63,23,2023-07-01T14:57:06.823000+00:00,10
1213,9117,77,16,2023-07-01T14:57:08.120000+00:00,12
1213,9117,77,23,2023-07-01T14:57:11.229000+00:00,11
1213,9117,81,22,2023-07-01T14:57:17.854000+00:00,15
1213,9117,44,16,2023-07-01T14:57:31.510000+00:00,13
1213,9117,20,22,2023-07-01T14:57:44.572000+00:00,16
1213,9117,27,10,2023-07-01T14:58:07.557000+00:00,8
1213,9117,44,23,2023-07-01T14:58:42.822000+00:00,12
1213,9117,44,77,2023-07-01T14:58:47.525000+00:00,11
